,country,year,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type,living_condition,head_of_household
13665,Rwanda,2016,No,Rural,Yes,6,37,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
13666,Rwanda,2016,No,Rural,No,5,55,Female,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13667,Rwanda,2016,No,Urban,Yes,6,18,Female,Child,Single,Secondary education,Informally employed,Never Married,No
13668,Rwanda,2016,No,Rural,Yes,8,36,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13669,Rwanda,2016,No,Rural,No,5,30,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13670,Rwanda,2016,No,Rural,Yes,4,63,Female,Head of Household,Widowed,Primary education,Informally employed,Widowed,Yes
13671,Rwanda,2016,No,Urban,Yes,4,34,Female,Spouse,Married,Primary education,Other Income,Living together,No
13672,Rwanda,2016,No,Rural,Yes,5,40,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13673,Rwanda,2016,No,Rural,Yes,8,18,Female,Child,Single,Primary education,Informally employed,Never Married,No
13674,Rwanda,2016,No,Rural,Yes,3,27,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13675,Rwanda,2016,No,Urban,Yes,4,55,Male,Head of Household,Married,Secondary education,Formally employed Private,Living together,Yes
13676,Rwanda,2016,No,Rural,Yes,5,35,Female,Head of Household,Divorced,Primary education,Farming and Fishing,Seperated,Yes
13677,Rwanda,2016,No,Rural,Yes,6,32,Female,Spouse,Married,No formal education,Informally employed,Living together,No
13678,Rwanda,2016,No,Rural,Yes,3,21,Female,Child,Single,Primary education,Farming and Fishing,Never Married,No
13679,Rwanda,2016,No,Rural,Yes,1,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
13680,Rwanda,2016,No,Rural,Yes,6,43,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
13681,Rwanda,2016,No,Rural,Yes,4,38,Female,Head of Household,Divorced,Primary education,Informally employed,Seperated,Yes
13682,Rwanda,2016,No,Rural,Yes,5,66,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13683,Rwanda,2016,No,Rural,Yes,3,31,Male,Head of Household,Married,Primary education,Dont Know/Refuse to answer,Living together,Yes
13684,Rwanda,2016,No,Rural,Yes,4,28,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13685,Rwanda,2016,Yes,Rural,Yes,5,29,Female,Spouse,Married,Secondary education,Formally employed Government,Living together,No
13686,Rwanda,2016,Yes,Rural,Yes,6,33,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13687,Rwanda,2016,No,Rural,Yes,2,67,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Widowed,Yes
13688,Rwanda,2016,No,Rural,Yes,6,28,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
13689,Rwanda,2016,No,Rural,Yes,6,36,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13690,Rwanda,2016,No,Rural,Yes,3,26,Male,Head of Household,Married,No formal education,Self employed,Living together,Yes
13691,Rwanda,2016,No,Rural,Yes,3,62,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
13692,Rwanda,2016,No,Rural,Yes,5,33,Female,Head of Household,Married,Primary education,Other Income,Living together,Yes
13693,Rwanda,2016,No,Rural,Yes,3,75,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13694,Rwanda,2016,No,Urban,Yes,8,41,Female,Spouse,Married,No formal education,Informally employed,Living together,No
13695,Rwanda,2016,No,Rural,No,5,33,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13696,Rwanda,2016,No,Rural,Yes,6,49,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13697,Rwanda,2016,No,Rural,Yes,2,67,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
13698,Rwanda,2016,No,Urban,Yes,3,49,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13699,Rwanda,2016,No,Rural,Yes,2,24,Female,Spouse,Married,Secondary education,Informally employed,Living together,No
13700,Rwanda,2016,No,Rural,No,3,26,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
13701,Rwanda,2016,No,Urban,Yes,4,47,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13702,Rwanda,2016,No,Rural,No,4,44,Female,Head of Household,Widowed,Primary education,Informally employed,Widowed,Yes
13703,Rwanda,2016,No,Rural,Yes,7,45,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13704,Rwanda,2016,Yes,Rural,Yes,8,41,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13705,Rwanda,2016,Yes,Rural,Yes,2,64,Male,Head of Household,Married,Secondary education,Self employed,Living together,Yes
13706,Rwanda,2016,No,Rural,Yes,4,21,Male,Parent,Single,Primary education,Other Income,Never Married,No
13707,Rwanda,2016,No,Rural,Yes,7,23,Female,Child,Married,Secondary education,Farming and Fishing,Living together,No
13708,Rwanda,2016,No,Rural,Yes,3,28,Male,Child,Single,Primary education,Informally employed,Never Married,No
13709,Rwanda,2016,No,Urban,Yes,3,17,Male,Child,Single,Secondary education,Other Income,Never Married,No
13710,Rwanda,2016,No,Rural,Yes,4,31,Female,Spouse,Married,Primary education,Self employed,Living together,No
13711,Rwanda,2016,No,Rural,No,1,85,Female,Head of Household,Widowed,No formal education,Government Dependent,Widowed,Yes
13712,Rwanda,2016,No,Rural,Yes,4,26,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13713,Rwanda,2016,No,Rural,Yes,5,44,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13714,Rwanda,2016,No,Rural,Yes,8,29,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13715,Rwanda,2016,No,Rural,Yes,6,24,Female,Parent,Single,Primary education,Self employed,Never Married,No
13716,Rwanda,2016,No,Urban,Yes,1,30,Female,Head of Household,Single,Secondary education,Informally employed,Never Married,Yes
13717,Rwanda,2016,No,Rural,No,1,70,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
13718,Rwanda,2016,No,Rural,Yes,4,21,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
13719,Rwanda,2016,No,Rural,Yes,4,27,Female,Child,Single,Primary education,Farming and Fishing,Never Married,No
13720,Rwanda,2016,No,Urban,Yes,3,16,Female,Child,Single,Primary education,Remittance Dependent,Never Married,No
13721,Rwanda,2016,No,Rural,Yes,3,77,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
13722,Rwanda,2016,No,Rural,Yes,1,52,Male,Head of Household,Single,No formal education,Informally employed,Never Married,Yes
13723,Rwanda,2016,No,Urban,Yes,4,65,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
13724,Rwanda,2016,No,Rural,No,3,46,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13725,Rwanda,2016,No,Rural,Yes,3,19,Male,Child,Single,Primary education,Farming and Fishing,Never Married,No
13726,Rwanda,2016,No,Rural,No,4,30,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13727,Rwanda,2016,No,Rural,No,7,35,Female,Spouse,Married,Other/Dont know/RTA,Informally employed,Living together,No
13728,Rwanda,2016,No,Rural,Yes,4,32,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13729,Rwanda,2016,No,Rural,No,3,60,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Widowed,Yes
13730,Rwanda,2016,No,Rural,Yes,3,26,Female,Child,Single,Primary education,Informally employed,Never Married,No
13731,Rwanda,2016,No,Urban,Yes,4,27,Female,Spouse,Married,Secondary education,Informally employed,Living together,No
13732,Rwanda,2016,No,Rural,No,4,18,Female,Parent,Single,Primary education,Remittance Dependent,Never Married,No
13733,Rwanda,2016,Yes,Rural,Yes,2,27,Female,Spouse,Married,Tertiary education,Remittance Dependent,Living together,No
13734,Rwanda,2016,No,Rural,No,2,50,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
13735,Rwanda,2016,No,Rural,Yes,8,28,Female,Child,Married,Vocational/Specialised training,Self employed,Living together,No
13736,Rwanda,2016,No,Rural,Yes,4,33,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13737,Rwanda,2016,No,Rural,Yes,5,24,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13738,Rwanda,2016,No,Urban,Yes,2,28,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13739,Rwanda,2016,Yes,Rural,Yes,1,65,Male,Head of Household,Widowed,Secondary education,Other Income,Widowed,Yes
13740,Rwanda,2016,No,Rural,Yes,2,64,Female,Head of Household,Widowed,No formal education,Farming and Fishing,Widowed,Yes
13741,Rwanda,2016,No,Urban,No,4,28,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13742,Rwanda,2016,No,Rural,Yes,5,43,Female,Spouse,Married,Secondary education,Farming and Fishing,Living together,No
13743,Rwanda,2016,No,Rural,Yes,3,28,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13744,Rwanda,2016,No,Rural,No,3,41,Female,Head of Household,Divorced,No formal education,Farming and Fishing,Seperated,Yes
13745,Rwanda,2016,No,Rural,Yes,7,18,Male,Parent,Single,Secondary education,Farming and Fishing,Never Married,No
13746,Rwanda,2016,No,Rural,No,6,25,Female,Child,Single,Secondary education,Informally employed,Never Married,No
13747,Rwanda,2016,No,Rural,Yes,7,23,Male,Child,Single,Primary education,Remittance Dependent,Never Married,No
13748,Rwanda,2016,No,Urban,Yes,6,37,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13749,Rwanda,2016,No,Rural,Yes,6,26,Female,Child,Single,Secondary education,Dont Know/Refuse to answer,Never Married,No
13750,Rwanda,2016,No,Rural,Yes,3,61,Female,Head of Household,Widowed,No formal education,Government Dependent,Widowed,Yes
13751,Rwanda,2016,Yes,Urban,Yes,3,56,Female,Head of Household,Divorced,Vocational/Specialised training,Farming and Fishing,Seperated,Yes
13752,Rwanda,2016,No,Rural,Yes,2,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent,Widowed,Yes
13753,Rwanda,2016,No,Rural,Yes,7,48,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
13754,Rwanda,2016,No,Rural,Yes,8,38,Male,Head of Household,Married,Secondary education,Farming and Fishing,Living together,Yes
13755,Rwanda,2016,Yes,Rural,Yes,7,28,Female,Spouse,Married,Secondary education,Formally employed Government,Living together,No
13756,Rwanda,2016,No,Rural,Yes,3,22,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13757,Rwanda,2016,Yes,Rural,Yes,3,30,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
13758,Rwanda,2016,No,Rural,Yes,3,26,Male,Parent,Single,Secondary education,Informally employed,Never Married,No
13759,Rwanda,2016,No,Urban,Yes,5,30,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13760,Rwanda,2016,No,Rural,No,2,70,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13761,Rwanda,2016,No,Rural,No,3,26,Female,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13762,Rwanda,2016,Yes,Rural,No,5,67,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13763,Rwanda,2016,No,Rural,No,3,19,Female,Spouse,Married,Secondary education,Informally employed,Living together,No
13764,Rwanda,2016,No,Rural,Yes,3,45,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13765,Rwanda,2016,Yes,Rural,Yes,4,33,Female,Spouse,Married,Tertiary education,Formally employed Government,Living together,No
13766,Rwanda,2016,No,Rural,Yes,6,41,Female,Head of Household,Widowed,No formal education,Informally employed,Widowed,Yes
13767,Rwanda,2016,No,Rural,Yes,4,25,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13768,Rwanda,2016,No,Rural,Yes,8,34,Female,Parent,Single,No formal education,Government Dependent,Never Married,No
13769,Rwanda,2016,No,Urban,Yes,3,27,Female,Spouse,Married,Secondary education,Self employed,Living together,No
13770,Rwanda,2016,Yes,Rural,Yes,4,62,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
13771,Rwanda,2016,Yes,Rural,Yes,4,32,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13772,Rwanda,2016,No,Rural,Yes,4,25,Female,Spouse,Married,Primary education,Self employed,Living together,No
13773,Rwanda,2016,No,Rural,Yes,5,40,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13774,Rwanda,2016,No,Rural,Yes,1,31,Male,Head of Household,Single,Secondary education,Informally employed,Never Married,Yes
13775,Rwanda,2016,No,Rural,Yes,3,53,Female,Head of Household,Widowed,Primary education,Farming and Fishing,Widowed,Yes
13776,Rwanda,2016,No,Rural,Yes,6,74,Male,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13777,Rwanda,2016,No,Rural,Yes,3,35,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
13778,Rwanda,2016,No,Rural,Yes,7,22,Male,Child,Single,Secondary education,Farming and Fishing,Never Married,No
13779,Rwanda,2016,No,Rural,No,2,76,Female,Spouse,Married,No formal education,Farming and Fishing,Living together,No
13780,Rwanda,2016,No,Rural,Yes,4,35,Male,Head of Household,Divorced,Secondary education,Informally employed,Seperated,Yes
13781,Rwanda,2016,No,Rural,Yes,3,25,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13782,Rwanda,2016,No,Rural,Yes,6,19,Male,Child,Single,Secondary education,Farming and Fishing,Never Married,No
13783,Rwanda,2016,No,Rural,Yes,6,38,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13784,Rwanda,2016,Yes,Rural,Yes,7,55,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13785,Rwanda,2016,No,Rural,Yes,9,40,Male,Head of Household,Married,Primary education,Formally employed Private,Living together,Yes
13786,Rwanda,2016,No,Rural,Yes,7,37,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
13787,Rwanda,2016,No,Rural,Yes,7,45,Male,Head of Household,Married,No formal education,Farming and Fishing,Living together,Yes
13788,Rwanda,2016,Yes,Urban,Yes,4,22,Female,Other non-relatives,Single,Primary education,Informally employed,Never Married,No
13789,Rwanda,2016,No,Rural,Yes,9,24,Male,Child,Single,Secondary education,Remittance Dependent,Never Married,No
13790,Rwanda,2016,No,Urban,Yes,5,35,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13791,Rwanda,2016,No,Urban,Yes,8,18,Female,Child,Single,Secondary education,Remittance Dependent,Never Married,No
13792,Rwanda,2016,No,Rural,Yes,3,25,Female,Spouse,Married,Primary education,Farming and Fishing,Living together,No
13793,Rwanda,2016,No,Rural,Yes,6,32,Male,Head of Household,Married,No formal education,Informally employed,Living together,Yes
13794,Rwanda,2016,Yes,Rural,Yes,5,48,Female,Spouse,Married,Tertiary education,Farming and Fishing,Living together,No
13795,Rwanda,2016,No,Rural,Yes,6,40,Male,Head of Household,Married,Primary education,Informally employed,Living together,Yes
13796,Rwanda,2016,No,Rural,Yes,2,47,Female,Head of Household,Married,Primary education,Farming and Fishing,Living together,Yes
13797,Rwanda,2016,Yes,Rural,Yes,7,43,Female,Spouse,Married,Primary education,Self employed,Living together,No
13798,Rwanda,2016,No,Urban,Yes,4,35,Male,Head of Household,Married,Primary education,Self employed,Living together,Yes
13799,Rwanda,2016,No,Rural,Yes,4,28,Female,Spouse,Married,Primary education,Informally employed,Living together,No
13800,Rwanda,2016,No,Rural,Yes,5,45,Female,Spouse,Married,No formal education,Informally employed,Living together,No
13801,Rwanda,2016,No,Rural,Yes,2,37,Female,Head of Household,Single,No formal education,Farming and Fishing,Never Married,Yes
13802,Rwanda,2016,No,Rural,Yes,3,28,Male,Child,Single,Primary education,Farming and Fishing,Never Married,No
